ID,City,State,Start_Time,Severity,Start_Lat,Start_Lng,Weather_Condition,Temperature(F),Precipitation(in),Visibility(mi),Humidity(%),Distance(mi)
A-1897681,Nashville,TN,2019-09-06 15:52:36,3,36.062241,-86.77196500000002,Fair,91.0,0.0,10.0,43.0,0.0
A-1730304,Tacoma,WA,2019-12-20 13:48:53,3,47.104541999999995,-122.588318,Light Rain,53.0,0.03,10.0,100.0,0.0
A-1974332,Henrico,VA,2019-07-18 09:14:47,2,37.632439,-77.50823199999998,Fair,84.0,0.0,10.0,65.0,0.0
A-2111585,Campton,NH,2019-05-20 15:39:35,3,43.810371,-71.67055500000002,Heavy Rain,65.0,0.3,3.0,86.0,0.0
A-2301045,Washington,DC,2019-02-22 09:52:28,2,38.947868,-76.990578,Clear,44.2,,10.0,51.0,0.0
A-7346388,Los Angeles,CA,2019-10-18 12:39:00,2,34.013616,-118.280654,Fair,77.0,0.0,10.0,39.0,0.0
A-7292156,Silver Lake,MN,2019-12-28 07:33:00,2,44.90687,-94.18691,Cloudy,32.0,0.0,7.0,93.0,0.066
A-7737879,Glen Allen,VA,2019-06-13 18:13:30,2,37.66474,-77.48100000000002,Fair,78.0,0.0,10.0,54.0,0.8240000000000001
A-7455176,Maupin,OR,2019-02-26 23:36:42,2,45.226216,-121.698205,Light Snow,21.9,0.0,0.8,92.0,1.131
A-1938509,Nashville,TN,2019-08-28 07:07:42,2,36.237759,-86.757828,Partly Cloudy,70.0,0.0,10.0,90.0,0.0
A-1862599,Sandy,UT,2019-10-03 09:35:23,2,40.544487,-111.894859,Fair,51.0,0.0,10.0,48.0,0.0
A-7743230,Ellicott City,MD,2019-06-26 19:44:36,2,39.277379,-76.830283,Partly Cloudy,86.0,0.0,10.0,46.0,0.031
A-1983737,Seattle,WA,2019-07-22 23:51:25,2,47.683041,-122.31208,Mostly Cloudy,67.0,0.0,10.0,66.0,0.0
A-7711787,Midvale,UT,2019-04-19 17:35:00,2,40.630251,-111.87619,Mostly Cloudy,75.0,0.0,10.0,32.0,0.088
A-7382005,Cascade Locks,OR,2019-11-14 20:42:12,2,45.61255,-122.0136,Partly Cloudy / Windy,49.0,0.0,10.0,69.0,0.0
A-7375237,Azusa,CA,2019-11-08 14:49:00,2,34.12619,-117.91611,Fair,88.0,0.0,10.0,21.0,0.0
A-7306924,Moreno Valley,CA,2019-12-09 15:42:00,2,33.888955,-117.069431,Fair,61.0,0.0,10.0,54.0,0.0
A-1956263,Oklahoma City,OK,2019-07-08 22:57:09,2,35.475189,-97.583298,Fair,79.0,0.0,10.0,72.0,0.0
A-7413911,Oakland,CA,2019-09-10 16:44:30,2,37.850057,-122.238371,Fair,72.0,0.0,10.0,61.0,0.0
A-2002460,Reno,NV,2019-08-02 16:40:56,2,39.449558,-119.775162,Fair,93.0,0.0,10.0,8.0,0.0
A-2176597,Brewster,NY,2019-04-19 10:24:41,2,41.396721,-73.59500899999998,Cloudy,64.0,0.0,10.0,78.0,0.0
A-7420969,Baker City,OR,2019-09-16 21:19:53,2,44.663173,-117.954747,Cloudy,52.0,0.0,10.0,77.0,0.305
A-7328137,Alamo,CA,2019-10-04 16:28:00,2,37.847983,-122.027629,Fair,78.0,0.0,10.0,18.0,0.0
A-1731642,Chattanooga,TN,2019-12-22 22:50:57,3,35.014534000000005,-85.252403,Light Rain,46.0,0.19,3.0,100.0,0.0
A-7410287,Rancho Cucamonga,CA,2019-09-06 09:36:00,2,34.11145,-117.52619,Fair,85.0,0.0,10.0,37.0,0.0
A-2252682,Eden Prairie,MN,2019-03-01 19:55:32,2,44.862347,-93.485657,Light Snow,18.0,0.0,2.5,84.0,0.0
A-7708452,Portland,OR,2019-04-12 19:13:39,2,45.56342,-122.67874,Cloudy,58.0,0.0,10.0,60.0,0.305
A-7411226,Salinas,CA,2019-09-07 04:49:00,2,36.626561,-121.678606,Cloudy,61.0,0.0,10.0,81.0,0.0
A-1905636,Palmetto,FL,2019-09-11 17:48:36,2,27.51408,-82.563179,Fair,92.0,0.0,10.0,48.0,0.0
A-2228542,Deerfield Beach,FL,2019-03-20 08:28:57,3,26.318289,-80.116302,Mostly Cloudy,64.0,,6.0,90.0,0.0
A-2143135,Greenville,SC,2019-04-02 18:43:01,2,34.894829,-82.36882,Fair,59.0,0.0,10.0,29.0,0.0
A-1896606,Henrico,VA,2019-09-06 13:47:02,2,37.604469,-77.569069,Cloudy,73.0,0.0,10.0,64.0,0.0
A-7435744,Barnesville,GA,2019-02-28 08:23:58,4,33.161022,-84.037791,Rain,57.2,,5.0,88.0,4.294
A-2306217,Yucaipa,CA,2019-02-25 08:48:20,3,34.02787,-117.124405,Fair,50.0,0.0,10.0,69.0,0.0
A-7416412,Ione,CA,2019-09-12 07:07:00,2,38.31996,-120.93776,Fair,57.0,,10.0,72.0,0.0
A-1682258,Buena Park,CA,2019-12-27 23:18:34,3,33.85606,-117.986717,Partly Cloudy,48.0,0.0,10.0,77.0,0.0299999993294477
A-2284921,Charlotte,NC,2019-02-14 18:28:22,3,35.223976,-80.866096,Overcast,55.9,,10.0,32.0,0.0
A-2259199,Dallas,TX,2019-02-01 11:38:54,2,32.816826,-96.811302,Overcast,60.1,,10.0,83.0,0.0
A-2338798,Lodi,CA,2019-01-15 15:08:42,3,38.1161,-121.398201,Light Rain,53.1,0.01,10.0,80.0,0.5199999809265137
A-2322885,Rainier,OR,2019-01-07 04:31:12,2,46.097218,-122.976326,Overcast,37.9,,10.0,93.0,0.0
A-2331232,Columbia,SC,2019-01-11 07:55:39,2,34.031181,-81.108315,Clear,30.0,,10.0,66.0,0.0
A-1781734,Miami,FL,2019-10-28 19:34:50,2,25.69969,-80.422516,Fair,80.0,0.0,10.0,85.0,0.0
A-7704952,Langlois,OR,2019-04-07 04:47:37,2,42.952573,-124.439474,Light Rain / Windy,55.0,0.25,5.0,96.0,0.375
A-2187660,North Miami,FL,2019-04-25 17:22:55,2,25.889191,-80.210854,Fair,83.0,0.0,10.0,53.0,0.0
A-7346382,National City,CA,2019-10-18 12:29:00,2,32.679651,-117.086053,Fair,69.0,0.0,10.0,70.0,0.0
A-2027949,Mesquite,TX,2019-08-16 11:40:49,3,32.839123,-96.633316,Fair,93.0,0.0,10.0,49.0,0.0
A-1727342,Dallas,TX,2019-12-19 10:15:17,3,32.745335,-96.812737,Fair,50.0,0.0,10.0,35.0,0.0
A-1860424,Los Angeles,CA,2019-10-02 19:03:36,3,34.018341,-118.280128,Fair,70.0,0.0,10.0,53.0,0.0
A-7414397,Santa Monica,CA,2019-09-10 16:01:59,2,34.0273,-118.45763,Partly Cloudy,71.0,0.0,10.0,75.0,0.486
A-7762806,Midvale,UT,2019-07-23 10:09:00,2,40.602499,-111.904528,Mostly Cloudy,89.0,0.0,10.0,25.0,0.409
A-1948013,Fort Walton Beach,FL,2019-07-02 06:28:23,2,30.449254999999997,-86.62374100000002,Fair,79.0,0.0,10.0,81.0,0.0
A-2017798,Camilla,GA,2019-08-12 10:30:28,2,31.224871000000004,-84.197647,Fair,91.0,0.0,10.0,61.0,0.0
A-7367671,Compton,CA,2019-11-03 13:26:00,2,33.896085,-118.193469,Fair,74.0,0.0,8.0,46.0,0.0
A-2359707,Raleigh,NC,2019-01-25 09:11:38,2,35.776932,-78.639313,Clear,33.1,,10.0,70.0,0.0
A-2133852,Inver Grove Heights,MN,2019-04-30 06:04:53,2,44.874668,-93.060387,Partly Cloudy,41.0,0.0,10.0,69.0,2.0199999809265137
A-1902456,Rochester,NY,2019-09-10 12:28:24,2,43.241989,-77.641724,Mostly Cloudy,77.0,0.0,10.0,52.0,0.0
A-7318683,Perris,CA,2019-12-17 15:58:00,2,33.832345000000004,-117.362272,Partly Cloudy,57.0,0.0,10.0,11.0,0.0
A-7415738,Sherman Oaks,CA,2019-09-11 15:50:00,2,34.159355,-118.466181,Fair,82.0,0.0,10.0,45.0,0.0
A-1932413,Knoxville,TN,2019-08-26 17:07:23,3,35.981178,-83.937935,Light Rain,72.0,0.02,9.0,87.0,0.0
A-2205201,Berkeley,CA,2019-03-06 06:21:02,3,37.895222,-122.308235,Rain,54.0,0.04,4.0,97.0,0.0
A-7704513,Franklin Park,IL,2019-04-06 06:25:11,3,41.942982,-87.88746,Fog,40.0,0.0,1.0,97.0,0.212
A-1930536,Yukon,OK,2019-08-23 17:32:21,2,35.46439,-97.724731,Fair,86.0,0.0,10.0,48.0,0.0
A-1807048,Chesapeake,VA,2019-11-08 16:14:43,3,36.784538,-76.23378000000002,Partly Cloudy,45.0,0.0,10.0,38.0,0.0
A-7386598,Long Beach,CA,2019-10-01 07:29:00,2,33.789904,-118.20778,Partly Cloudy,59.0,0.0,10.0,62.0,0.0
A-7466640,Hazlet,NJ,2019-01-21 04:16:36,4,40.429715,-74.18778499999998,Clear,8.6,,10.0,53.0,0.022
A-2329150,Augusta,GA,2019-01-10 05:36:55,2,33.336665999999994,-81.96659100000002,Clear,36.0,,10.0,59.0,0.0
A-7401116,Los Angeles,CA,2019-09-27 19:53:00,2,34.040507,-118.190327,Cloudy,70.0,0.0,10.0,68.0,0.0
A-1689430,Kingwood,TX,2019-12-02 07:14:39,2,30.054705,-95.186012,Fair,42.0,0.0,10.0,70.0,0.0
A-1681083,Antioch,TN,2019-12-27 08:35:07,2,36.021481,-86.690422,Cloudy,55.0,0.0,10.0,83.0,0.0
A-1999462,San Antonio,TX,2019-08-01 16:21:51,3,29.520521,-98.499268,Partly Cloudy,95.0,0.0,10.0,34.0,0.0
A-7750696,Baldwin Park,CA,2019-08-29 08:07:44,2,34.06565,-117.99678,Fair,73.0,0.0,8.0,71.0,0.189
A-1871976,Cottage Grove,MN,2019-09-21 13:18:12,2,44.832928,-92.964333,Partly Cloudy,76.0,0.0,10.0,81.0,0.0
A-2177540,Charleston,SC,2019-04-19 13:05:22,3,32.901947,-80.022697,Mostly Cloudy / Windy,80.0,0.0,10.0,69.0,0.0
A-1748441,McDonough,GA,2019-10-11 08:52:47,3,33.411961,-84.164063,Fair,57.0,0.0,10.0,94.0,1.5
A-1919484,Oklahoma City,OK,2019-08-18 12:40:41,2,35.435299,-97.476929,Fair,85.0,0.0,10.0,65.0,0.0
A-2231779,Austin,TX,2019-03-21 16:48:01,2,30.180281,-97.819908,Scattered Clouds,75.9,,10.0,19.0,0.0
A-1900809,Tallahassee,FL,2019-09-09 08:04:48,2,30.488228000000003,-84.25559200000002,Partly Cloudy,76.0,0.0,10.0,94.0,0.0
A-2012436,Wesley Chapel,FL,2019-08-08 21:24:17,2,28.246540000000003,-82.30579399999998,Fair,,0.0,10.0,,0.0
A-7705556,Grants Pass,OR,2019-04-08 12:13:52,2,42.308193,-123.259589,Light Rain,46.0,0.07,0.25,100.0,0.274
A-2320923,Whitesboro,NY,2019-01-07 07:59:51,2,43.116371,-75.373459,Clear,9.0,,10.0,73.0,0.0
A-2328806,Fort Myers,FL,2019-01-10 17:38:37,3,26.656549,-81.799408,Clear,60.1,,10.0,30.0,0.0
A-2359485,Louisville,KY,2019-01-25 23:34:42,3,38.145897,-85.71260799999997,Overcast,25.0,,10.0,53.0,0.0
A-1875646,Detroit,MI,2019-09-24 07:30:58,2,42.375519,-82.986526,Cloudy,58.0,0.0,10.0,93.0,0.0
A-1712707,Houston,TX,2019-12-12 18:18:30,2,29.645294,-95.232994,Mostly Cloudy,60.0,0.0,10.0,62.0,0.0
A-7336583,Milwaukee,WI,2019-10-11 08:05:34,2,42.96277,-87.94951,Cloudy,65.0,0.0,10.0,90.0,0.5489999999999999
A-2204776,Nashville,TN,2019-03-06 18:28:23,3,36.140705,-86.72043599999998,Mostly Cloudy,37.0,,10.0,31.0,0.0
A-2244835,Nashville,TN,2019-03-28 08:47:08,2,36.09679000000001,-86.726563,Partly Cloudy,57.9,,10.0,37.0,0.0
A-2042953,Minneapolis,MN,2019-06-10 11:11:00,2,45.137329,-93.392418,Fair,70.0,0.0,10.0,39.0,0.0
A-2027407,Spartanburg,SC,2019-08-16 22:36:04,2,34.935699,-82.001648,Fair,77.0,0.0,10.0,74.0,0.0
A-1838051,Raleigh,NC,2019-11-22 13:57:28,3,35.826881,-78.625099,Cloudy,62.0,0.0,10.0,53.0,1.2400000095367432
A-7389539,Los Angeles,CA,2019-09-17 15:55:00,2,33.945461,-118.304637,Fair,76.0,0.0,10.0,62.0,0.0
A-7712550,Yamhill,OR,2019-04-21 19:50:57,2,45.373689,-123.156975,Cloudy,57.0,0.0,10.0,72.0,0.041
A-1684912,North Billerica,MA,2019-12-31 17:39:08,2,42.573299,-71.278603,Cloudy,35.0,0.0,10.0,89.0,0.0
A-7333329,Pasadena,CA,2019-10-08 15:20:00,2,34.15229,-118.11327,,,,,,0.0
A-2089017,Napa,CA,2019-05-07 06:51:18,2,38.25462,-122.335907,Cloudy,53.0,0.0,10.0,83.0,0.0
A-2035172,Tucson,AZ,2019-06-05 14:11:12,2,32.225941,-110.998428,Fair,91.0,0.0,10.0,13.0,0.0
A-7419127,Modesto,CA,2019-09-14 10:17:00,2,37.639229,-121.007091,Fair,77.0,0.0,10.0,43.0,0.0
A-2101145,Omaha,NE,2019-05-14 08:22:53,2,41.292091,-96.100685,Cloudy,61.0,0.0,10.0,82.0,0.0
A-2358764,Ontario,CA,2019-01-24 03:52:20,2,34.030578999999996,-117.636192,Partly Cloudy,46.0,,10.0,51.0,0.0
A-1778102,Saint Paul,MN,2019-10-25 10:44:21,2,45.010044,-93.174866,Fair,45.0,0.0,10.0,56.0,0.0
A-1847451,Toledo,OH,2019-11-27 06:42:41,3,41.620071,-83.541519,,52.0,0.0,,93.0,0.0
A-2059185,Sacramento,CA,2019-06-18 09:47:50,2,38.500664,-121.51766200000002,Fair,80.0,0.0,10.0,58.0,0.0
A-1768046,Montgomery,AL,2019-10-21 07:30:42,2,32.326969,-86.241219,Fair,62.0,0.0,10.0,97.0,0.0
A-7321535,Los Angeles,CA,2019-12-19 05:59:00,2,34.008842,-118.158573,Fair,45.0,0.0,10.0,58.0,0.0
A-2192438,Irvine,CA,2019-04-27 06:48:23,3,33.717506,-117.792397,Cloudy,60.0,0.0,10.0,75.0,0.0
A-7770849,Green River,UT,2019-08-08 08:17:00,2,38.92843,-110.460374,Mostly Cloudy,73.0,0.0,10.0,48.0,0.778
A-2361280,Portland,OR,2019-01-25 19:30:00,3,45.443047,-122.740288,Partly Cloudy,42.1,,10.0,85.0,0.0
A-1728259,Simi Valley,CA,2019-12-19 20:26:53,2,34.267757,-118.636475,Fair,55.0,0.0,10.0,23.0,0.0
A-7383947,Portland,OR,2019-11-22 16:37:21,2,45.40894,-122.62644,Partly Cloudy,44.0,0.0,10.0,68.0,0.0
A-1680270,Charlotte,NC,2019-12-27 20:37:28,2,35.31118,-80.712242,Mostly Cloudy,54.0,0.0,10.0,82.0,0.0
A-1825087,Buffalo,NY,2019-11-16 09:07:32,2,42.874249,-78.787849,Mostly Cloudy,23.0,0.0,10.0,78.0,0.0
A-2138172,Maitland,FL,2019-05-02 04:53:01,2,28.63117,-81.377922,Fair,73.0,0.0,10.0,87.0,0.0
A-1887617,Wilmington,DE,2019-09-02 09:18:01,2,39.75436,-75.563316,Cloudy,74.0,0.0,10.0,91.0,0.0
A-1918715,Saint Paul,MN,2019-08-17 10:29:04,3,45.106339,-93.188049,Partly Cloudy,77.0,0.0,10.0,57.0,0.0
A-1876396,Hollywood,FL,2019-09-24 08:21:54,2,25.98033,-80.289284,Fair,74.0,0.0,10.0,82.0,0.0
A-2149809,Charlotte,NC,2019-04-05 08:12:54,2,35.202498999999996,-80.725975,Light Rain,53.0,0.04,4.0,96.0,0.0
A-1773475,Nashville,TN,2019-10-23 08:55:41,2,36.192378999999995,-86.829063,Fair,49.0,0.0,10.0,69.0,0.0
A-2207983,Downey,CA,2019-03-07 10:02:09,3,33.964104,-118.120018,Overcast,57.9,,10.0,72.0,0.0
A-1714168,Casselberry,FL,2019-12-13 08:07:06,2,28.676233,-81.33657099999998,Fair,70.0,0.0,10.0,93.0,0.0
A-7757044,Detroit,MI,2019-07-11 13:09:24,2,42.386,-83.14666,Fair,85.0,0.0,10.0,44.0,0.287
A-7467149,Plymouth,MI,2019-01-22 10:42:44,2,42.37853,-83.43658,Clear,18.0,,10.0,57.0,0.198
A-1731737,Atlanta,GA,2019-12-22 15:26:14,3,33.745739,-84.388092,Light Rain / Windy,44.0,0.04,5.0,89.0,0.4399999976158142
A-7403584,Rowland Heights,CA,2019-08-31 16:10:00,2,33.995411,-117.875335,Fair,87.0,0.0,10.0,48.0,0.0
A-2319646,Fair Oaks,CA,2019-01-05 02:39:53,2,38.64067100000001,-121.271698,Partly Cloudy,35.6,,10.0,93.0,0.0
A-7376421,Laguna Hills,CA,2019-11-09 13:35:00,2,33.614681,-117.707783,Fair,84.0,0.0,10.0,21.0,0.0
A-2192185,Austin,TX,2019-04-27 18:04:15,3,30.167059,-97.786903,Fair,84.0,0.0,10.0,49.0,0.0
A-7777429,Flagler Beach,FL,2019-08-23 14:12:39,3,29.40633,-81.15644,Thunder,84.0,,2.0,89.0,0.47
A-2368435,Nazareth,PA,2019-01-30 06:06:13,2,40.779381,-75.283295,Clear,12.0,,10.0,53.0,6.389999866485598
A-1722138,Baton Rouge,LA,2019-12-17 08:54:46,2,30.431659999999997,-91.080704,Cloudy,46.0,0.0,10.0,73.0,0.0
A-7374008,Ontario,CA,2019-11-07 21:44:00,2,34.073961,-117.617179,Haze,63.0,0.0,6.0,67.0,0.0
A-7707506,Aurora,CO,2019-04-11 05:54:25,3,39.74211,-104.82549,Light Snow,16.0,0.03,2.0,98.0,0.107
A-7707191,Arcadia,CA,2019-04-10 18:16:11,2,34.14865,-118.05401,Fair,72.0,0.0,10.0,25.0,0.369
A-1716029,Sun Valley,CA,2019-12-13 17:13:14,2,34.221531,-118.40995,Partly Cloudy,63.0,0.0,5.0,70.0,0.0
A-2004215,Danvers,MA,2019-08-05 06:52:17,3,42.568748,-70.97174100000002,Fair,58.0,0.0,10.0,84.0,0.0
A-2365955,Newmanstown,PA,2019-01-29 07:49:58,2,40.316340999999994,-76.229362,Light Snow,28.0,0.0,9.0,75.0,0.0
A-1851742,Draper,UT,2019-11-29 21:58:39,3,40.52607,-111.891861,Cloudy,31.0,0.0,10.0,92.0,1.6399999856948853
A-7733853,Washington,DC,2019-06-05 19:17:26,2,38.88046,-77.0308,Mostly Cloudy,81.0,0.0,10.0,58.0,0.147
A-2313795,Montgomery,AL,2019-01-02 18:00:16,2,32.338669,-86.179291,Overcast,59.5,,10.0,96.0,0.0
A-2189102,Victorville,CA,2019-04-24 23:22:18,2,34.592285,-117.258766,Fair,,0.0,10.0,,0.0
A-2048357,Oroville,CA,2019-06-12 17:31:38,2,39.827702,-121.408569,Partly Cloudy,99.0,0.0,10.0,19.0,28.739999771118164
A-1684478,Pasadena,TX,2019-12-30 09:58:35,2,29.63069,-95.165497,Fair,55.0,,10.0,33.0,0.0
A-7453059,Jacksonville,FL,2019-02-25 17:53:58,2,30.25894000000001,-81.51801,Clear,59.0,,10.0,55.0,0.945
A-1919013,San Leandro,CA,2019-08-17 21:31:40,3,37.68832800000001,-122.134399,Fair,63.0,0.0,10.0,75.0,0.0
A-1800939,Thomasville,PA,2019-11-06 04:43:46,2,39.918152,-76.910149,Fair,36.0,0.0,10.0,76.0,0.0
A-1710799,Massapequa,NY,2019-12-12 07:11:37,2,40.703049,-73.482483,Fair,26.0,0.0,10.0,49.0,0.0
A-1940670,Minneapolis,MN,2019-08-29 20:58:59,2,45.136436,-93.293251,Fair,63.0,0.0,10.0,59.0,0.0
A-7448623,Crab Orchard,TN,2019-02-17 16:11:45,4,35.90322000000001,-84.87133,Light Rain,53.1,0.01,9.0,93.0,7.627999999999999
A-7301549,Tustin,CA,2019-12-05 17:48:30,2,33.7257,-117.80375,Mostly Cloudy,63.0,0.0,10.0,67.0,0.011
A-1964061,Miami,FL,2019-07-12 08:29:37,2,25.776312,-80.381927,Cloudy,79.0,0.0,10.0,74.0,0.0
A-1729376,Columbia,SC,2019-12-20 18:19:25,2,34.070801,-81.152283,Mostly Cloudy,50.0,0.0,10.0,36.0,0.0
A-1881722,Baton Rouge,LA,2019-09-26 14:39:23,2,30.472429,-91.058052,Fair,90.0,0.0,10.0,43.0,0.0
A-2284529,Eatontown,NJ,2019-02-14 15:10:44,2,40.29085900000001,-74.051804,Mostly Cloudy,46.9,,10.0,30.0,0.0
A-2105608,Moore,SC,2019-05-16 11:36:38,2,34.837757,-81.994171,Fair,70.0,0.0,10.0,53.0,0.0
A-1954645,Delafield,WI,2019-07-07 17:47:52,2,43.051235,-88.371712,Fair,75.0,0.0,10.0,47.0,0.0
A-2148266,Dallas,TX,2019-04-04 07:19:00,2,32.747409999999995,-96.918633,Fog,62.0,0.0,2.0,93.0,0.0
A-1764805,Panama City,FL,2019-10-19 11:42:46,2,30.31074000000001,-85.469437,Mostly Cloudy,82.0,0.0,10.0,94.0,0.0
A-2034372,Miami,FL,2019-06-05 17:49:59,2,25.90555,-80.211632,Fair,86.0,0.0,10.0,61.0,0.0
A-2356964,Fort Myers,FL,2019-01-24 06:59:31,2,26.681419,-81.80351999999998,Overcast,72.0,0.0,8.0,93.0,0.0
A-7448569,Brunswick,ME,2019-02-17 15:05:45,2,43.918129,-69.948552,Fair,30.0,0.0,10.0,33.0,0.004
A-1782504,Baton Rouge,LA,2019-10-28 17:19:01,2,30.4172,-91.089859,Partly Cloudy,75.0,0.0,10.0,62.0,0.0
A-2106855,Fairfield,CA,2019-05-16 11:37:22,3,38.20393,-122.154785,Light Rain,56.0,0.07,8.0,87.0,0.0
A-1838651,Bonneau,SC,2019-11-22 05:22:37,2,33.307128999999996,-79.966713,Fair,41.0,0.0,5.0,100.0,0.0
A-1693609,Miami,FL,2019-12-04 19:56:18,2,25.941885,-80.22126,,65.0,0.0,10.0,65.0,0.0
A-1993454,Baton Rouge,LA,2019-07-29 17:50:21,2,30.450640000000003,-91.180931,Mostly Cloudy,81.0,0.0,10.0,79.0,0.0
A-1750769,Raleigh,NC,2019-10-13 14:25:01,3,35.753876,-78.635849,Cloudy,66.0,0.0,10.0,96.0,0.0
A-7423208,Long Beach,CA,2019-03-05 17:48:02,2,33.805099,-118.2075,Mostly Cloudy,59.0,0.02,10.0,78.0,0.09
A-2085353,Raleigh,NC,2019-05-06 08:25:49,2,35.833187,-78.667519,Partly Cloudy,63.0,0.0,10.0,81.0,0.0
A-7334350,Anaheim,CA,2019-10-08 22:54:00,2,33.853811,-117.9749,Fair,64.0,0.0,8.0,80.0,0.0
A-2080109,Los Gatos,CA,2019-06-30 08:19:37,2,37.249889,-121.959351,Fair,60.0,0.0,10.0,78.0,0.0
A-2275538,Lakeville,MN,2019-02-10 11:45:54,3,44.644848,-93.29525,Light Snow,15.8,,1.5,86.0,4.019999980926514
A-1773372,Dallas,TX,2019-10-23 12:21:29,3,32.679035,-96.675797,Fair,75.0,0.0,10.0,41.0,0.0
A-7436564,Humble,TX,2019-03-01 11:23:13,3,29.9789,-95.27807,Overcast,51.1,,6.0,92.0,1.006
A-7353451,Atlanta,GA,2019-10-24 18:34:52,3,33.58778,-84.50905,Mostly Cloudy,66.0,0.0,10.0,45.0,0.706
A-1698478,Charlotte,NC,2019-12-06 07:48:36,2,35.306637,-80.85284399999998,Mostly Cloudy,44.0,0.0,10.0,63.0,0.0
A-2205424,San Diego,CA,2019-03-06 05:49:30,2,32.717773,-117.11425,Mostly Cloudy,62.1,0.0,10.0,70.0,0.0
A-7405211,Chino,CA,2019-09-02 14:16:00,2,34.0304,-117.681564,Partly Cloudy,99.0,0.0,10.0,25.0,0.0
A-7447085,Minneapolis,MN,2019-02-14 06:47:31,2,45.069229,-93.292898,Clear,17.1,,9.0,88.0,0.398
A-2003575,Bridgeport,CT,2019-08-04 19:15:19,3,41.174397,-73.160492,Fair,84.0,0.0,10.0,53.0,0.0
A-1811425,Miami,FL,2019-11-11 08:57:13,2,25.733061,-80.32338,Partly Cloudy,81.0,0.0,10.0,49.0,0.0
A-1910495,Raleigh,NC,2019-09-13 21:22:50,2,35.794182,-78.687752,Mostly Cloudy,73.0,0.0,10.0,81.0,0.0
A-1795959,Cleveland,OH,2019-11-04 04:01:25,2,41.467609,-81.699966,Cloudy,46.0,0.0,10.0,50.0,0.0
A-2177479,Tallahassee,FL,2019-04-19 08:34:18,2,30.502335,-84.251289,Light Rain with Thunder,73.0,0.2,9.0,96.0,0.0
A-1905585,Homestead,FL,2019-09-11 11:55:42,2,25.51225100000001,-80.433762,Partly Cloudy,86.0,0.0,10.0,73.0,0.0
A-1711705,Rock Hill,SC,2019-12-12 13:51:25,2,34.898379999999996,-81.032349,Fair,47.0,0.0,10.0,33.0,0.0
A-7319905,Lockwood,CA,2019-12-18 07:02:00,2,36.096234,-121.024309,Cloudy,47.0,0.0,10.0,86.0,0.0
A-7381459,Atascadero,CA,2019-11-13 16:18:00,2,35.515693,-120.701257,Fair,64.0,0.0,10.0,52.0,0.0
A-1984251,Bridgeport,CT,2019-07-24 13:25:28,3,41.178515999999995,-73.18283100000002,Mostly Cloudy,78.0,0.0,10.0,62.0,0.0
A-2120275,Nashville,TN,2019-05-23 07:07:25,2,36.04538,-86.713249,Cloudy,72.0,0.0,10.0,64.0,0.0
A-2337818,Saint Paul,MN,2019-01-15 10:06:24,3,45.037265999999995,-93.017075,,30.2,,7.0,93.0,0.0
A-7742310,Orlando,FL,2019-06-24 19:05:56,2,28.45153,-81.09501,Fair,94.0,0.0,10.0,44.0,6.745
A-1710232,Carmichael,CA,2019-12-11 13:33:08,2,38.645432,-121.34597,Cloudy,57.0,,8.0,77.0,0.0
A-2174232,Elmsford,NY,2019-04-18 07:33:35,3,41.054367,-73.809586,Mostly Cloudy,49.0,0.0,10.0,59.0,0.9700000286102296
A-1864424,Milwaukee,WI,2019-10-04 10:31:53,2,43.071159,-87.90149699999998,Mostly Cloudy,52.0,0.0,10.0,62.0,0.0
A-2104648,Los Angeles,CA,2019-05-15 16:02:15,2,33.930889,-118.29166399999998,Cloudy,66.0,0.0,10.0,63.0,0.0
A-7334399,San Bernardino,CA,2019-10-09 06:26:00,2,34.154978,-117.333101,Fair,55.0,0.0,10.0,54.0,0.0
A-7709203,Greensboro,NC,2019-04-15 17:54:23,2,36.0352,-79.794,Fair,61.0,0.0,10.0,35.0,0.287
A-2218317,Westbury,NY,2019-03-14 09:34:50,2,40.75615300000001,-73.550423,Overcast,46.0,,10.0,71.0,0.0
A-1892677,Dallas,TX,2019-09-04 07:16:38,2,32.783482,-96.748268,Fair,79.0,0.0,10.0,72.0,0.0
A-2260558,Sacramento,CA,2019-02-02 07:05:18,2,38.493248,-121.443108,Light Rain,52.0,0.01,9.0,93.0,0.0
A-7308662,Long Beach,CA,2019-12-10 19:16:00,2,33.785428,-118.207516,Partly Cloudy,59.0,0.0,10.0,81.0,0.0
A-7285467,Wesley Chapel,FL,2019-12-23 18:03:41,2,28.24326,-82.34983000000003,Partly Cloudy,59.0,0.0,10.0,100.0,0.505
A-2271914,Los Angeles,CA,2019-02-07 08:15:47,3,34.028335999999996,-118.449326,Clear,51.1,,10.0,38.0,0.0
A-2127530,Manvel,TX,2019-05-28 07:24:41,2,29.527206,-95.38681,Fair,75.0,0.0,7.0,97.0,0.0
A-2013187,Saint Paul,MN,2019-08-09 20:21:20,3,45.067501,-93.186432,Cloudy,73.0,0.0,10.0,53.0,0.0
A-2028400,Roseburg,OR,2019-08-16 04:37:38,3,43.198677,-123.360115,Fair,61.0,0.0,10.0,75.0,0.0
A-7777379,Tuckahoe,NY,2019-08-23 16:16:21,2,40.96913,-73.81699,Partly Cloudy,75.0,0.0,10.0,50.0,0.0
